stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3100Y671583,,"Main Road",,54.919272284,-2.513740865,,,,,,
3100Y671585,,Chapel,,54.919944313,-2.514201871,,,,,,
3100Y681592,,"Coanwood School",,54.926842953,-2.499824943,,,,,,
3100Y685596,,Woodhouses,,54.929830915,-2.49212183,,,,,,
3100Y687595,,Lanehead,,54.929521529,-2.488622514,,,,,,
3100Y697585,,"Yont the Cleugh Caravan Park",,54.920572308,-2.472413159,,,,,,
3100Y686599,,"Hillhouse Close",,54.93281226,-2.490425943,,,,,,
3100Y685602,,"Watch Trees",,54.93585521,-2.491274582,,,,,,
3100Y684607,,"Village Hall",,54.94009758,-2.493293084,,,,,,
3100Y686617,,"Park Village By-pass",,54.949032777,-2.490389314,,,,,,
3100Y699631,,"Castle Lodge",,54.961700678,-2.470646928,,,,,,
3100Y713641,,Townfoot,,54.971263237,-2.448967182,,,,,,
3100Y710641,,"Castle Hill",,54.971667593,-2.453814323,,,,,,
3100Y707640,,"Haltwhistle Market Place",,54.970398255,-2.459204833,,,,,,
3100Y705639,,Westgate,,54.969425159,-2.462255347,,,,,,
3100Y698639,,"Haltwhistle Park Road",,54.968756749,-2.47249456,,,,,,
3100Y689643,,"Birchfield Gate",,54.972832794,-2.487102006,,,,,,
3100Y668654,,"Walltown Road End",,54.982522431,-2.519095672,,,,,,
3100Y659653,,"Greenhead Hotel",,54.98190405,-2.533244316,,,,,,
3100Y658655,,"Old Post Office",,54.982949624,-2.53457075,,,,,,
3100Y657658,,"Thirlwall View",,54.986667706,-2.537120546,,,,,,
3100Y655661,,"Longbyre Village",,54.989286553,-2.540312449,,,,,,
3100Y650662,,"New Hall",,54.990295761,-2.547734012,,,,,,
3100Y645663,,Crossgates,,54.990526528,-2.556286103,,,,,,
3100Y634663,,"Gilsland Post Office",,54.991222463,-2.572846918,,,,,,
090033413622,,"Gilsland Bridge Hotel",,54.991341186,-2.574349005,,,,,,
090033411556,,"Birdoswald Roman Fort Car Park",,54.991626375,-2.600875913,,,,,,
090074021909,,"Alston Townhead",,54.811166323,-2.437775765,,,,,,
090074022147,,"Alston Henderson's Garage",,54.811197098,-2.441681508,,,,,,
090074024890,,"Track to Gilderdale Station",,54.828424129,-2.463397459,,,,,,
3100Y695489,,"Castle Nook",,54.835218013,-2.474996131,,,,,,
3100Y693492,,"Dyke Farm",,54.837774701,-2.478420352,,,,,,
3100Y690502,,"Far Town",,54.846117574,-2.48435893,,,,,,
3100Y685510,,"Thornhopeburn Bridge",,54.852840764,-2.49074758,,,,,,
3100Y680519,,"Barhaugh Hall Road End",,54.860930925,-2.498993461,,,,,,
3100Y679522,,"Broad Mea Farm",,54.864559926,-2.501546673,,,,,,
3100Y891868,,"West Woodburn Post Office",,55.176566322,-2.171349882,,,,,,
3100Y897860,,"High Park House",,55.168653266,-2.162210961,,,,,,
3100Y910850,,"Sarelaw Cottages",,55.159799173,-2.143074543,,,,,,
3100Y909844,,"Ridsale The Green",,55.154361374,-2.144184909,,,,,,
3100Y914800,,"Tone Inn",,55.115094427,-2.134856395,,,,,,
3100Y919793,,"High Cowden Farm",,55.108173287,-2.128328151,,,,,,
3100Y922770,,"Barrasford Park Front Drive",,55.087708635,-2.123014227,,,,,,
3100Y905749,,"Gunnerton The Nook",,55.069257919,-2.149202361,,,,,,
3100Y903748,,"Jubilee House",,55.067978216,-2.152172749,,,,,,
3100Y916733,,"Barrasford Front Street",,55.054872592,-2.132508987,,,,,,
3100Y931718,,"The Shieling",,55.040967134,-2.109428872,,,,,,
3100Y932713,,"Walk Mill",,55.036646048,-2.108055822,,,,,,
3100Y931713,,"Walk Mill",,55.036475215,-2.108164886,,,,,,
3100Y930718,,"The Shieling",,55.041038853,-2.109616846,,,,,,
3100Y916734,,"Barrasford Front Street",,55.054827457,-2.13269668,,,,,,
3100Y903747,,"Jubilee House",,55.067699552,-2.152249983,,,,,,
3100Y905750,,"Gunnerton The Nook",,55.069284589,-2.149437349,,,,,,
3100Y922771,,"Barrasford Park Front Drive",,55.087816356,-2.123124223,,,,,,
3100Y918793,,"High Cowden Farm",,55.108325552,-2.128798875,,,,,,
3100Y915800,,"Tone Inn",,55.114663361,-2.134619785,,,,,,
3100Y908844,,"Ridsale The Green",,55.154558934,-2.144295471,,,,,,
3100Y909850,,"Sarelaw Cottages",,55.159763082,-2.143199971,,,,,,
3100Y897861,,"High Park House",,55.168877411,-2.16258863,,,,,,
3100Y892868,,"West Woodburn Post Office",,55.176108771,-2.17082978,,,,,,
3100Y931636,,"Hextol Crescent",,54.967146328,-2.108930867,,,,,,
3100Y932635,,"Priestlands Drive",,54.965942067,-2.109052553,,,,,,
3100Y929632,,"Wydon Park",,54.963594054,-2.111919907,,,,,,
3100Y936645,,"Hexham Haugh Lane Aldi",,54.974700934,-2.101796303,,,,,,
3100Y940636,,"East End Green Bank",,54.967050631,-2.094451393,,,,,,
3100Y941638,,"Hexham General Hospital East Entrance",,54.969568305,-2.092457905,,,,,,
3100Y940638,,"Hexham General Hospital Main Entrance",,54.969603,-2.094082509,,,,,,
3100Y929633,,"St John's Road",,54.964888468,-2.111486193,,,,,,
3100Y927634,,"St Matthew's Road",,54.965245432,-2.114157988,,,,,,
3100Y928635,,"Beaumont Park Collingwood Drive",,54.96023006,-2.115283762,,,,,,
3100Y924630,,"Highford Park Dickson Drive",,54.964472461,-2.123495616,,,,,,
3100Y927635,,"St Paul's Road",,54.96626999,-2.114020328,,,,,,
3100Y931635,,"Priestlands Shops",,54.966301007,-2.109615817,,,,,,
3100Y931637,,"Hextol Crescent",,54.967316953,-2.109056287,,,,,,
3100Y93963B,,"Hexham Bus Station 'Stand B'",,54.970320821,-2.095458813,,,,,,
3100Y945648,,"Industrial Estate",,54.977929488,-2.087024514,,,,,,
3100Y952650,,"The Timbers",,54.979814975,-2.076060286,,,,,,
3100Y955652,,"Bank Foot",,54.981750165,-2.070845161,,,,,,
3100Y958653,,"Anick Grange Cottages",,54.982355101,-2.065767985,,,,,,
3100Y971653,,"Beaufront Red House",,54.982750117,-2.047330518,,,,,,
3100Y982651,,"Roman Town Entrance",,54.980068899,-2.029577938,,,,,,
3100Y985648,,"Corchester Lane",,54.978533324,-2.024874011,,,,,,
3100Y987647,,"Prior Terrace",,54.977267113,-2.020404931,,,,,,
3100Y989643,,"Corbridge Angel Inn",,54.973583277,-2.017200537,,,,,,
3100Y995643,,"The Crofts",,54.973575303,-2.007389945,,,,,,
3100Z000642,,"Howden Dene",,54.972497197,-2.000703721,,,,,,
3100Z015635,,"Styford Lodge",,54.967507869,-1.977727167,,,,,,
3100Z019637,,"Brocks Bushes",,54.967901912,-1.971229133,,,,,,
3100Z037639,,"Shaw House",,54.970722061,-1.941703727,,,,,,
3100Z054649,,"South Lodge",,54.979082293,-1.91611502,,,,,,
3100Z059650,,"Ovington Road End",,54.979778353,-1.909316972,,,,,,
3100Z061647,,Overdene,,54.977008044,-1.905932942,,,,,,
3100Z062643,,Nursery,,54.97354748,-1.904800605,,,,,,
3100Z064637,,"Ovington The Green",,54.968790411,-1.900578775,,,,,,
3100Z067639,,"Hunters Lodge",,54.968571337,-1.896486869,,,,,,
3100Z072635,,"Bywell Road End",,54.966209446,-1.887996132,,,,,,
3100Z082635,,"Ovingham Middle School",,54.96622198,-1.873267272,,,,,,
3100Z085639,,"Ovingham Bridge End",,54.968077123,-1.868544253,,,,,,
3100Z088640,,"Tyne Gardens",,54.970021769,-1.86366429,,,,,,
3100Z089641,,"Piper Road",,54.970711042,-1.86130321,,,,,,
3100Z113646,,"Wylam Charlie's Corner",,54.975776708,-1.824478395,,,,,,
3100Z113648,,"Holeyn Hall Road",,54.97810421,-1.824530753,,,,,,
3100Z110652,,"Acomb Drive",,54.982000861,-1.828482599,,,,,,
3100Z115664,,"Houghton Moor Cottages",,54.992063683,-1.82104716,,,,,,
3100Z126668,,Houghton,,54.995838318,-1.803821062,,,,,,
3100Z133670,,"Heddon-on-the-Wall Three Tuns",,54.997321921,-1.793481601,,,,,,
3100Z135669,,"Village Entrance",,54.997602168,-1.789212812,,,,,,
3100Z142668,,"Bank Top",,54.996361743,-1.778887317,,,,,,
3100Z144669,,"Frenchmen's Row",,54.996290122,-1.774135941,,,,,,
410000006002,,"Hexham Road-Bank Top",,54.996210601,-1.770056751,,,,,,
410000007015,,"Hexham Road-Drove Road",,54.996167877,-1.766493178,,,,,,
410000007016,,"Hexham Road-Middle School",,54.996075255,-1.760444618,,,,,,
410000007017,,"Throckley Roundabout",,54.995994931,-1.756193543,,,,,,
410000007018,,"Hexham Road-Westway",,54.995921594,-1.75103586,,,,,,
410000007019,,"Hexham Road-Campus",,54.994788618,-1.742055474,,,,,,
41000008NC13,,"Gallowgate 'Stop C'",,54.973683394,-1.619900961,,,,,,
41000008NC15,,"Gallowgate 'Stop D'",,54.973522426,-1.620152433,,,,,,
410000014522,,"West Road Fox and Hounds",,54.97929899,-1.672158044,,,,,,
410000008047,,"Newcastle Crematorium",,54.980615369,-1.67716288,,,,,,
410000007010,,"Hexham Road-Campus",,54.994908211,-1.743367653,,,,,,
410000007011,,"Hexham Road-Hadrian Place",,54.995815069,-1.751677376,,,,,,
410000007012,,"Throckley Roundabout",,54.995907162,-1.75724133,,,,,,
410000007013,,"Hexham Road-Middle School",,54.995949635,-1.76053915,,,,,,
410000007014,,"Hexham Road-Drove Road",,54.99606819,-1.766056096,,,,,,
410000006001,,"Hexham Road-Bank Top",,54.996129076,-1.76971334,,,,,,
3100Z145668,,"Frenchmen's Row",,54.996190347,-1.773636316,,,,,,
3100Z141668,,"Bank Top",,54.996309469,-1.779794192,,,,,,
3100Z136669,,"Village Entrance",,54.996880565,-1.787653485,,,,,,
3100Z132669,,"Heddon-on-the-Wall Three Tuns",,54.997124598,-1.793701449,,,,,,
3100Z127668,,Houghton,,54.995819691,-1.803414756,,,,,,
3100Z006338,,"Close House Lodge Gates",,54.993373058,-1.813320284,,,,,,
3100Z115663,,"Houghton Moor Cottages",,54.991946841,-1.82103205,,,,,,
3100Z110653,,"Acomb Drive",,54.982585048,-1.828542614,,,,,,
3100Z112648,,"Holeyn Hall Road",,54.977897506,-1.824516029,,,,,,
3100Z113645,,"Wylam Charlie's Corner",,54.975713624,-1.824353687,,,,,,
3100Z089640,,"Piper Road",,54.97061223,-1.861334792,,,,,,
3100Z088639,,"Tyne Gardens",,54.969878217,-1.863867843,,,,,,
3100Z086637,,"Castle View",,54.968560801,-1.867090014,,,,,,
3100Z085638,,"Ovingham Bridge End",,54.967645567,-1.868342604,,,,,,
3100Z082636,,"Ovingham Middle School",,54.966160193,-1.874345183,,,,,,
3100Z072634,,"Bywell Road End",,54.966191646,-1.888183611,,,,,,
3100Z066638,,"Hunters Lodge",,54.968114305,-1.897987546,,,,,,
3100Z064638,,"Ovington The Green",,54.968799562,-1.900781814,,,,,,
3100Z061643,,Nursery,,54.973457691,-1.904894548,,,,,,
3100Z061646,,Overdene,,54.976927288,-1.906089363,,,,,,
3100Z058649,,"Ovington Road End",,54.979796522,-1.909582546,,,,,,
3100Z057650,,"Ovington Road End",,54.97984243,-1.910910517,,,,,,
3100Z052648,,"South Lodge",,54.977718254,-1.918867603,,,,,,
3100Z036639,,"Shaw House",,54.96983353,-1.944063705,,,,,,
3100Z019636,,"Brocks Bushes",,54.967821116,-1.971572824,,,,,,
3100Z015636,,"Styford Lodge",,54.967453787,-1.97683688,,,,,,
3100Z000641,,"Howden Dene",,54.972389363,-2.000656854,,,,,,
3100Y996643,,"The Crofts",,54.973395526,-2.008202249,,,,,,
3100Y990643,,"Corbridge Angel Inn",,54.973403582,-2.016997375,,,,,,
3100Y988647,,"Prior Terrace",,54.977105324,-2.020623574,,,,,,
3100Y984648,,"Corchester Lane",,54.978389516,-2.025014536,,,,,,
3100Y982650,,"Roman Town Entrance",,54.979925219,-2.029171597,,,,,,
3100Y970653,,"Beaufront Red House",,54.982678191,-2.047424186,,,,,,
3100Y959652,,"Anick Grange Cottages",,54.98226572,-2.064877194,,,,,,
3100Y958652,,"Anick Grange",,54.981841909,-2.067548412,,,,,,
3100Y955651,,"Bank Foot",,54.981633189,-2.071110581,,,,,,
3100Y951650,,"The Timbers",,54.979787771,-2.076450843,,,,,,
3100Y945647,,"Industrial Estate",,54.977785642,-2.087117943,,,,,,
3100Z114646,,"Black Bull",,54.97655524,-1.822225272,,,,,,
3100Z118646,,"Wylam Memorial",,54.976035115,-1.816884522,,,,,,
3100Z119644,,"Wylam Railway Station",,54.974314502,-1.81408033,,,,,,
410000012031,,"Crawcrook Lane-The Lodge",,54.970592538,-1.807224334,,,,,,
410000012032,,"Crawcrook Lane-Stannerford Road",,54.970257391,-1.79460441,,,,,,
410000012033,,"Crawcrook Lane-Chester Gardens",,54.967440088,-1.791885335,,,,,,
3100Z108631,,"Eastwoods Road",,54.963044042,-1.831405696,,,,,,
3100Z107633,,"West Wylam Broomhouse Road",,54.964961465,-1.833849805,,,,,,
3100Z106631,,"Horsley View",,54.963301017,-1.835324738,,,,,,
3100Z104630,,"West Wylam Drive / Adderlane Road",,54.962145444,-1.838046909,,,,,,
3100Z102628,,"Prudhoe Redwell Road",,54.960586084,-1.84127026,,,,,,
3100Z102627,,"Priestclose Road",,54.959556151,-1.842778342,,,,,,
3100Z099628,,"Redwell Road",,54.958741379,-1.846305943,,,,,,
3100Z099626,,Homedale,,54.957806875,-1.846356351,,,,,,
3100Z098624,,"Park Lane",,54.95576856,-1.847597704,,,,,,
3100Z097623,,"Prudhoe Moor Road",,54.95585961,-1.848549881,,,,,,
3100Z096626,,"South Road Hillcrest",,54.958656936,-1.850663181,,,,,,
3100Z088624,,"Prudhoe Highfield Lane",,54.956973499,-1.863411687,,,,,,
3100Z090631,,"Castle View",,54.962866181,-1.861392655,,,,,,
3100Z087629,,"Prudhoe Castle First School",,54.961334198,-1.8655521,,,,,,
3100Z084628,,"Prudhoe Castle Road",,54.960061783,-1.868882703,,,,,,
3100Z086629,,"Lime Grove",,54.961352377,-1.865739446,,,,,,
3100Z089631,,"Castle View",,54.962973659,-1.861079929,,,,,,
3100Z088625,,"Prudhoe Highfield Lane",,54.956946382,-1.863271239,,,,,,
3100Z096627,,"South Road Hillcrest",,54.958746759,-1.850631616,,,,,,
3100Z098623,,"Prudhoe Moor Road",,54.955822555,-1.84765996,,,,,,
3100Z098625,,"Redwell Road Junction",,54.957790296,-1.847465139,,,,,,
3100Z099627,,"Redwell Road",,54.958894026,-1.846211663,,,,,,
3100Z101628,,"Priestclose Road",,54.95943818,-1.843070674,,,,,,
3100Z102629,,"Prudhoe Redwell Road",,54.960864615,-1.84123793,,,,,,
3100Z105631,,"West Wylam Drive / Adderlane Road",,54.962486669,-1.837858127,,,,,,
3100Z106632,,"Horsley View",,54.963516791,-1.835401947,,,,,,
3100Z107634,,"West Wylam Broomhouse Road",,54.965024091,-1.833646505,,,,,,
3100Z109631,,"Eastwoods Road",,54.963079856,-1.831311839,,,,,,
410000012028,,"Crawcrook Crossroads",,54.96681047,-1.791544959,,,,,,
410000012029,,"Crawcrook Lane-Stannerford Road",,54.96989755,-1.794371935,,,,,,
410000012030,,"Crawcrook Lane-The Lodge",,54.970306461,-1.808162945,,,,,,
3100Z120643,,"Wylam Railway Station",,54.973892129,-1.814066657,,,,,,
3100Z117646,,"Wylam Memorial",,54.975927375,-1.816947503,,,,,,
3100Y868679,,"Newbrough Church Lane (E-bound)",,55.005695591,-2.20684472,,,,,,
3100Y874679,,"Newbrough Red Lion",,55.005432423,-2.197587818,,,,,,
3100Y877678,,Sidgate,,55.005215827,-2.192568148,,,,,,
3100Y880678,,"Newbrough Methodist Chapel",,55.005089801,-2.186954855,,,,,,
3100Y886679,,"Fourstones Service Station",,55.005631318,-2.179437212,,,,,,
3100Y888678,,Crossroads,,55.005619349,-2.175325302,,,,,,
3100Y892680,,"Fourstones Broadway",,55.005824619,-2.169994831,,,,,,
3100Y893679,,"East End",,55.005648026,-2.167742723,,,,,,
3100Y902666,,"Railway Crossing",,54.994244049,-2.154597135,,,,,,
3100Y904662,,Hardhaugh,,54.990600026,-2.151129187,,,,,,
3100Y909661,,"Boatside Inn",,54.989217695,-2.142419161,,,,,,
3100Y910654,,"Two Mile Cottage",,54.983582223,-2.143383604,,,,,,
3100Y919649,,"St Andrew's Cemetery (E-bound)",,54.978658118,-2.126945259,,,,,,
3100Y925646,,"Shaws Park",,54.976249887,-2.117970041,,,,,,
3100Y928644,,"Leazes Lane",,54.974177726,-2.114152136,,,,,,
3100Y928642,,"Woodbine Terrace",,54.973082334,-2.11316485,,,,,,
3100Y927639,,"Queen Elizabeth High School",,54.970041888,-2.116452229,,,,,,
3100Y926638,,"St Josephs RC School",,54.969053453,-2.116402502,,,,,,
3100Y928643,,"Woodbine Terrace",,54.973270811,-2.113415331,,,,,,
3100Y926643,,"Leazes Lane",,54.974294046,-2.114683623,,,,,,
3100Y925645,,"Shaws Park",,54.976079225,-2.117891425,,,,,,
3100Y918649,,"St Andrew's Cemetery (W-bound)",,54.978737763,-2.128117309,,,,,,
3100Y909654,,"Two Mile Cottage",,54.983582075,-2.14350861,,,,,,
3100Y909660,,"Boatside Inn",,54.989136765,-2.142465758,,,,,,
3100Y904661,,Hardhaugh,,54.990555057,-2.151160275,,,,,,
3100Y901666,,"Railway Crossing",,54.994252896,-2.154706579,,,,,,
3100Y893678,,"East End",,55.005567022,-2.167836191,,,,,,
3100Y892679,,"Fourstones Broadway",,55.005707252,-2.170385195,,,,,,
3100Y888679,,Crossroads,,55.005556311,-2.175418833,,,,,,
3100Y886678,,"Fourstones Service Station",,55.005568416,-2.17943693,,,,,,
3100Y881678,,"Newbrough Methodist Chapel",,55.005018104,-2.186829447,,,,,,
3100Y877679,,Sidgate,,55.005160744,-2.193302694,,,,,,
3100Y874678,,"Newbrough Red Lion",,55.005306694,-2.197540297,,,,,,
3100Y869679,,"Newbrough Church Lane (W-bound)",,55.005525308,-2.206578058,,,,,,
3100Y917638,,Southlands,,54.969273383,-2.129914699,,,,,,
3100Y905639,,"Low Gate Phone Box",,54.970248959,-2.148975085,,,,,,
3100Y897631,,Firtrees,,54.962900105,-2.161567056,,,,,,
3100Y895628,,"East Nubbock",,54.960100061,-2.165522457,,,,,,
3100Y884618,,"West Nubbock",,54.951881492,-2.181695512,,,,,,
3100Y880617,,"Hanging Stone",,54.950964335,-2.187967881,,,,,,
3100Y850612,,Branchend,,54.94634462,-2.234874263,,,,,,
3100Y831608,,"Langley Crossroads",,54.941787436,-2.265942155,,,,,,
3100Y829584,,"High Field Farm",,54.920062156,-2.26840414,,,,,,
3100Y828579,,"Catton The Crown",,54.915628998,-2.269716172,,,,,,
3100Y828577,,"Batey's Terrace",,54.913573238,-2.268766487,,,,,,
3100Y830573,,"Catton Lane Foot",,54.910202353,-2.265140993,,,,,,
3100Y835568,,"The Haining",,54.905957057,-2.258547227,,,,,,
3100Y836566,,"Marden Lodge",,54.904299601,-2.256181724,,,,,,
3100Y840563,,Deneholme,,54.901013732,-2.250375504,,,,,,
3100Y839559,,"Allendale Primary School",,54.898036262,-2.251822733,,,,,,
3100Y838615,,"Allendale Town",,54.897125832,-2.253173586,,,,,,
